id,title,category,subcategory,lab_type,risk_level,hazard_types,scenario,question,answer,steps,ppe,forbidden,disposal,first_aid,emergency,legal_notes,references,source_type,source_title,source_org,source_version,source_date,source_url,last_updated,reviewer,status,tags,language
KB-1011,电气-高压电源上电,电气,设备操作,电气,4,高压,高压电源启用,高压电源如何上电？,上电前应检查接地与绝缘，确认电缆与负载连接正确，按SOP进行双人确认后再上电。,检查接地与绝缘;确认连接与量程;按SOP双人确认;逐步上电,绝缘手套;护目镜,禁止带电插拔;禁止湿手操作,,触电按应急预案处理,触电或短路立即断电并报告,遵守电气安全规范,高压设备SOP（待补充）,SOP,GB/T 13869-2017 用电安全导则,国家市场监督管理总局/国家标准委,待补充,,https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=0E0C42CADDB0D3E8DA27FECB80CCDE02,2026-03-11,,draft,高压;电气,zh-CN
KB-1012,应急-触电处置,电气,触电应急,电气,5,触电,触电事故,有人触电了怎么办？,先断电并确保自身安全，再进行隔离与呼救，必要时实施急救并联系医疗或报警。,先断电;用绝缘物隔离;呼叫急救;按应急预案处理,绝缘手套,禁止直接接触触电者,,必要时心肺复苏并就医,立即报告并启动应急预案,遵守应急预案,电气应急预案（待补充）,应急预案,高等学校实验室安全规范（教育部2024）,教育部,待补充,,https://www.moe.gov.cn/srcsite/A16/moe_784/202302/t20230220_1045998.html,2026-03-11,,draft,触电;应急,zh-CN
KB-1013,电气-示波器检查,电气,设备检查,电气,3,电气,示波器使用前检查,示波器使用前需要检查什么？,检查电源与接地、探头完好和量程设置，确认被测对象安全后再连接。,检查接地;检查探头;确认量程;再连接被测对象,护目镜,禁止带电插拔,,触电按应急预案处理,短路立即断电并报告,遵守设备使用SOP,示波器使用SOP（待补充）,SOP,GB/T 13869-2017 用电安全导则,国家市场监督管理总局/国家标准委,待补充,,https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=0E0C42CADDB0D3E8DA27FECB80CCDE02,2026-03-11,,draft,示波器;设备,zh-CN
KB-1014,电气-湿手插电禁忌,电气,违规操作,电气,4,触电,湿手操作电源,可以用湿手插电吗？,不可以。湿手操作电源有触电风险，应确保手部干燥并按规范操作。,,,禁止湿手插拔电源,,触电按应急预案处理,触电立即断电并报警,遵守电气安全规范,电气安全制度（待补充）,制度,GB/T 13869-2017 用电安全导则,国家市场监督管理总局/国家标准委,待补充,,https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=0E0C42CADDB0D3E8DA27FECB80CCDE02,2026-03-11,,draft,触电;违规,zh-CN
KB-1015,应急-锂电池起火,电气,电池安全,电气,4,火灾,锂电池起火,锂电池起火怎么办？,立即停止实验并断电，隔离现场，在确保安全且受过培训的前提下使用合适灭火器或干砂处理，无法控制立即撤离并报警。,停止实验并断电;隔离现场;按应急预案处置;报警/撤离,护目镜;手套,禁止用水直接喷淋不明电气火源,按危废处理烧毁电池,吸入烟雾不适及时就医,启动火灾应急预案,遵守应急预案,火灾应急预案（待补充）,应急预案,锂离子电池安全规范/危化品安全管理条例相关规定,应急管理部,待补充,,https://physics.zju.edu.cn/2024/0326/c77289a2894887/page.psp,2026-03-11,,draft,电池;火灾,zh-CN
KB-1016,生物-培养废液处理,生物,废液处置,生物,4,生物污染,细菌培养废液,细菌培养废液怎么处理？,需按生物安全SOP进行灭活处理后再按生物危废流程处置。,按SOP灭活;分类收集;交由危废处置,手套;口罩;护目镜,禁止直接倒入下水道,生物危废桶,污染接触及时清洗并报告,泄漏按生物安全应急预案处理,遵守生物安全管理制度,生物安全SOP（待补充）,SOP,GB 19489-2008 实验室生物安全通用要求,国家市场监督管理总局/国家标准委,待补充,,https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=AEC2B0CFFC2BF1B8C7CF1888B77E2FE4,2026-03-11,,draft,生物;废液,zh-CN
KB-1017,生物-操作防护,生物,个人防护,生物,4,感染,生物样品操作,操作前需要做哪些防护？,按生物安全等级要求佩戴手套、口罩、护目镜，并在生物安全柜内操作。,确认生物安全等级;佩戴PPE;在生物安全柜内操作,手套;口罩;护目镜;实验服,禁止在柜外进行高风险操作,按生物危废流程,暴露后立即报告并就医,按生物安全应急预案处理,遵守生物安全管理制度,生物安全规范（待补充）,制度,GB 19489-2008 实验室生物安全通用要求,国家市场监督管理总局/国家标准委,待补充,,https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=AEC2B0CFFC2BF1B8C7CF1888B77E2FE4,2026-03-11,,draft,生物安全;PPE,zh-CN
KB-1018,应急-实验室着火,通用,消防应急,通用,4,火灾,实验室起火,实验室着火怎么办？,立即停止实验并切断电源/气源；小火在确保安全的前提下使用灭火器，无法控制时立即撤离并报警。,停止实验;切断电源/气源;使用灭火器或撤离报警,,禁止冒险扑救,,吸入烟雾不适及时就医,启动消防应急预案,遵守应急预案,消防应急预案（待补充）,应急预案,高等学校消防安全管理规定（教育部令第28号）,教育部/公安部,待补充,,https://flk.npc.gov.cn/detail2.html?ZmY4MDgwODE2ZjNjYmIzYzAxNmY0MTZhMjI1MDIxMzg,2026-03-11,,draft,火灾;消防,zh-CN
KB-1019,通用-化学品标签,通用,标识管理,通用,2,管理,化学品标签,化学品标签需要包含什么？,标签应包含名称、浓度、危险性、配制日期和责任人等关键信息。,,,禁止无标签存放,,,,遵守标识管理制度,标识管理制度（待补充）,制度,GB 15258-2009 化学品安全标签编写规定,国家市场监督管理总局/国家标准委,待补充,,https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=9C6A99E26AE0CA7E47B4BC9E8DF01F84,2026-03-11,,draft,标签;标识,zh-CN
KB-1020,通用-实验室培训,通用,培训,通用,1,管理,新入实验室,新入实验室要完成哪些培训？,应完成安全培训与考核，关键设备需通过上岗培训后方可操作。,参加培训;通过考核;设备上岗,,禁止未培训上岗,,,,遵守培训制度,培训管理制度（待补充）,制度,高等学校实验室安全规范（教育部2024）,教育部,待补充,,https://www.moe.gov.cn/srcsite/A16/moe_784/202302/t20230220_1045998.html,2026-03-11,,draft,培训;管理,zh-CN
KB-1021,通用-危险意图拒答,通用,安全合规,通用,5,违法,危险意图,怎么制造易燃爆炸物？,该问题涉及高风险或违法行为，无法提供帮助。请遵循法律法规与安全规范。,,,禁止寻求或提供违法危险操作,,,,遵守法律法规与安全规范,安全合规政策（待补充）,制度,高等学校实验室安全规范（教育部2024）,教育部,待补充,,https://www.moe.gov.cn/srcsite/A16/moe_784/202302/t20230220_1045998.html,2026-03-11,,draft,合规;拒答,zh-CN
KB-1022,废弃物-有机溶剂下水道,化学,废液处置,化学,3,危废,有机溶剂废液,有机溶剂能直接倒入水槽吗？,不能，应按危废分类收集；如不确定请提供具体试剂以便判断。,确认试剂;分类收集;交由危废处置,护目镜;实验服;手套,禁止倒入水槽/下水道,有机废液桶,接触后及时清洗,泄漏按应急预案处理,遵守危废管理制度,危废处置制度（待补充）,制度,危险废物污染防治技术政策,生态环境部,待补充,,https://www.mee.gov.cn/ywgz/gtfwyhxpgl/wfhgql/,2026-03-11,,draft,废液;下水道,zh-CN
KB-1023,化学-配酸顺序,化学,操作规范,化学,3,飞溅,配制酸溶液,配酸时先加水还是先加酸？,一般应先加水后加酸，避免飞溅和放热风险；操作时佩戴PPE并遵循SOP。,先加水;缓慢加入酸;搅拌并控温,护目镜;实验服;手套,禁止将水倒入浓酸,按危废分类,溅到皮肤立即冲洗,按应急预案处理,遵守SOP,配酸SOP（待补充）,SOP,化学品安全数据说明书（SDS）-硫酸/盐酸,应急管理部化学品登记中心,待补充,,https://www.merck.com/products/safety-data-sheets/,2026-03-11,,draft,配酸;操作,zh-CN
KB-1024,危险混合-过氧化氢与有机溶剂,化学,危险混合,化学,4,爆炸;强氧化,过氧化氢混合,过氧化氢能和有机溶剂混合吗？,禁止混合，可能产生剧烈反应或爆炸风险。,,护目镜;实验服;手套,禁止混合,按危废分类,暴露后及时就医,按应急预案处理,遵守危化品管理规定,MSDS-过氧化氢（待补充）,MSDS,化学品安全数据说明书（SDS）-过氧化氢,应急管理部化学品登记中心,待补充,,https://www.merck.com/products/safety-data-sheets/,2026-03-11,,draft,过氧化氢;混合禁忌,zh-CN
KB-1025,通用-访问控制,通用,访问管理,通用,1,管理,非本实验室人员进入,非本实验室人员能随便进入吗？,不能。外来人员进入需审批并登记，遵守实验室访问管理要求。,审批;登记;在管理人员陪同下进入,,禁止无审批进入,,,,遵守访问管理制度,访问管理制度（待补充）,制度,高等学校实验室安全规范（教育部2024）,教育部,待补充,,https://www.moe.gov.cn/srcsite/A16/moe_784/202302/t20230220_1045998.html,2026-03-11,,draft,访问控制;管理,zh-CN
WEB-001-001,实验室安全的基本要求,通用,基本要求,通用,3,综合安全,实验室的基本安全要求有哪些,实验室的基本安全要求有哪些,"2021年09月29日 09:13
）凡是进入实验室工作的人员均要参加实验室的安全培训，新进实验室人
员必须安全考试合格后方可从事实验室工作。
）要指定人员负责实验室的日常安全工作。严格遵守国家和学校的有关规
定，并根据实验室特点制订具体的安全管理制度，张贴或悬挂在醒目处，严格执
行。有危险性的场所、设备、设施、物品及技术操作要有警示标识。
）不得乱拉电线及私自使用电热器，禁止超负荷用电，确保安全用电。严
禁在实验室内用煤气、电炉烹调食物、热饭菜、取暖。下班离室前，应切断或关
闭水、电、煤气及其它可燃气体阀门，并关好门窗。
）要有仪器设备使用的管理制度、操作规程及注意事项等，仪器设备操作
人员要先经过培训，并按要求进行操作和使用仪器设备。对于特殊岗位和特种设
备操作者，须经过相应的培训，持证上岗。
）剧毒、易制毒、易制爆等危险化学品和放射性同位素及射线装置必须严
格按国家和学校的有关规定管理，在领取、保管使用以及废弃物处理等环节要有
完整的记录，并定期核对，做到帐物相符。
）放置危险品的场所要加强安保工作，要根据危险品的性质采取适当的安
全防护措施，实验室工作人员要按规范操作并做好个人防护。
）产生的废弃物要按有关要求进行分类，并按规定分别进行处理。
）消防器材要放在明显和便于取用的位置，周围不得堆放杂物，注意经常
检查并及时更换，不准随意移动或损坏室内消防器材。实验室周围的走廊过道等，
不准堆放物品，必须保持畅通。
10
）发现安全隐患或发生安全事故及时采取适当措施，并报告实验室负责人。
11
）各实验室一旦发生安全事故，要保持镇定，确定发生事故类型，及时拨
打相应的报警电话，并立即向学院、学校保卫处和实验室与基地建设管理处报告。致电求助
时应说明：①事故地点；②事故性质和严重程度；③你的姓名、位置及联系电话。
重要电话号码：①火警电话：
119
；②报警电话：
110
；③医疗急救：
120
最新更新
2023-2024 学年第一学期林草学院、水土保持学 院实验室安全检查报告（第 18 周）
2023-2024 学年第一学期林草学院、水土保持学院实 验室安全检查报告（第 14 周）
2023-2024 学年上学期林草学院危化品专项安全检查报告 （2023 年 11 月 2 日）
2023-2024 学年第一学期林草学院、水土保持学院实验室安全检查报告（第 9 周）
2023-2024 学年第一学期林草学院、水土保持学院实验室安全检查报告（第 4 周）
林学院实验室重要危险源的风险评估及应急预案
危化品手册
林学院实验室安全管理制度
风险排查，杜绝安全隐患--林学院召开新学期实验室安全管理工作会议
森林保护系举行2021年秋季实验室安全培训",,,,,,,基于公开网页资料自动抽取，导入知识库前请人工复核。,实验室安全的基本要求 | https://linxue.njfu.edu.cn/aqgz/sysaq/20210929/i230277.html,网页,实验室安全的基本要求,南京林业大学林草水保学院,,2021年09月29日,https://linxue.njfu.edu.cn/aqgz/sysaq/20210929/i230277.html,2026-03-15,,reviewed,实验室安全;基本要求;高校,zh-CN
WEB-002-001,实验室一般安全规范,通用,安全规范,通用,3,综合安全,实验室一般安全规范包括哪些内容,实验室一般安全规范包括哪些内容,"1.
得先熟悉实验的环境，察看紧急冲洗站、洗眼站、灭火器、急救箱及安全梯等的位置，牢记『安全』是进行任何实验最重要的考虑。
2.
在实验室内请穿着实验衣（最好长及膝盖下），避免穿着凉鞋、拖鞋（脚趾不要裸露），配戴眼镜或安全护目镜。留有长发者，戴帽套将头发卷入套内，或以橡皮圈束于后，以防止引火危险或污染实验。
3.
在实验室内禁止吸烟、吃东西、饮食、化妆、嚼口香糖、嬉戏奔跑，食物饮料勿存放于实验室的冰箱中，实验桌上勿堆放书包、书籍、衣服外套及杂物等。
4.
所有实验仪器、耗材、药品等均属实验室所有，不得携出实验室外。每组分配之仪器、耗材请确定清点与保管，实验结束后需清点无误再缴回。工作区域的清理擦拭，并随时保持环境清洁。
5.
实验前详阅实验内容，了解实验细节的原理及操作，并注意实验室内之规范。实验进行中若有任何状况或疑问，可随时向助教请教，切勿私自变更实验程序。打翻任何药品试剂及器皿时，请随即清理。实验结束后，确实关闭不用之电源、水、酒精灯及瓦斯等。
6.
睡眠不足、精神不济或注意力无法集中，
请立即停止实验。实验时间若延长，请注意时间的管制及自身的安全，不可自行逗留实验室过夜。
7.
实验完毕，请清理实验室、倒垃圾、灭菌、关闭灯光及冷气，离开实验室前记得洗手。
8.
任何意外事件应立即报告实验室管理人员，并应熟知相关之应变措施。",,,,,,,基于公开网页资料自动抽取，导入知识库前请人工复核。,实验室一般安全规范 | https://eetc.qlu.edu.cn/2012/1207/c1403a25377/page.htm,网页,实验室一般安全规范,齐鲁工业大学电子电气与控制学部,,,https://eetc.qlu.edu.cn/2012/1207/c1403a25377/page.htm,2026-03-15,,reviewed,实验室安全;安全规范;高校,zh-CN
WEB-003-001,实验室安全守则,通用,安全守则,通用,3,综合安全,实验室安全守则有哪些关键要求,实验室安全守则有哪些关键要求,"实验室安全守则
1、安全测试合格的师生方可进入实验室。
2、严格按照规定使用各类实验室仪器设备。
3、凡做有毒、有恶臭气体的实验，应在通风橱内进行操作，要采取措施不让气体大量外泄。
4、严禁将食品带入实验室、严禁用实验烧杯饮水。
5、使用易燃试剂，一定要远离火源。
6、任何化学试剂不能入口，要注意防止有毒和腐蚀性的药品触及皮肤和衣服。
7、谨防触电，不用湿手接触电器。
8、实验结束后立即断水、断电，关闭门窗。
9、涉及液体时，切勿俯视容器，以防液滴造成事故。
10、加入气体时应采用“招气入鼻”法。
11、不能直接用手取化学药品。
12、实验室的上下水管道、电源、消防器材必须经常保持完好，以便随时启用。
13、注意防火，正确使用消防器材。",,,,,,,基于公开网页资料自动抽取，导入知识库前请人工复核。,实验室安全守则 | https://huihua.hebtu.edu.cn/s/zhuanti/page/8.html,网页,实验室安全守则,河北师范大学汇华学院,,,https://huihua.hebtu.edu.cn/s/zhuanti/page/8.html,2026-03-15,,reviewed,实验室安全;安全守则;高校,zh-CN
WEB-004-001,实验室化学品安全管理实施细则,化学,化学品管理,化学,4,危化品;储存,实验室化学品安全管理有哪些要求,实验室化学品安全管理有哪些要求,"扫描此二维码分享
中山大学实验室化学品安全管理实施细则
发布人：管理员
发布日期：2021-03-31
中山大学关于印发《中山大学实验室化学品
安全管理实施细则》的通知
校机关各部、处、室，各学院、直属系，各直属单位，各附属医院（单位），产业集团，各有关科研机构：
经研究决定，现印发《中山大学实验室化学品安全管理实施细则》，请遵照执行。
中山大学
2021
18
第一章
总则
第一条
为加强和规范我校实验室化学品的安全管理，预防和杜绝实验室在化学品的采购、运输、储存、使用和废弃物处置过程中可能存在的安全隐患或可能产生的安全事故，保证实验过程及实验室的安全，保障师生员工的生命和财产安全，保护校园环境和公共环境安全，根据《危险化学品安全管理条例》《易制毒化学品管理条例》《易制爆危险化学品治安管理办法》
《麻醉药品和精神药品管理条例》《医疗用毒性药品管理办法》《化学化工实验室安全管理规范》《中华人民共和国固体废弃物污染环境防治法》
和《广东省教育厅关于高等学校实验室安全建设与管理规定（修订）》
等国家、地方的相关法律、法规和标准
以及《中山大学实验室安全管理办法》等学校管理制度，结合学校实际，制定本细则。
第二条
本细则所指实验室化学品，包括实验室通过采购、自制或因科研合作、接受赠送等其他途径获得的各类化学品，以及实验活动产生的化学废弃物等。其中：
危险化学品（以下简称
危化品
），是指具有毒害、腐蚀、爆炸、燃烧、助燃等性质，对人体、设施、环境具有危害的剧毒化学品和其他化学品（包括钢瓶气体、国家管制的药品），其目录由政府部门制定和公布。
自制化学品，是指实验室合成或研制的各类中间体或中间产物、分离或纯化制得的各类对照品及化学品，以及未经国家相关部门认证的其他化学品。自制化学品包括本实验室自制以及本实验室接收的本校或校外其它实验室自制的化学品。
危险化学废弃物，是指被列入《国家危险废物名录》的，具有腐蚀性、毒性、易燃性、反应性或者感染性等一种或者几种危险特性，以及不排除具有危险特性，可能对环境或者人体健康造成有害影响，需要按照危险废物进行管理的化学废弃物，包括淘汰、伪劣、过期、失效的化学品和实验过程中产生的含有对人体健康和环境安全有害化学成分的废液体和废固体，以及化学废弃物的盛装容器和受其污染的包装物等。
第三条
本细则适用于学校范围内相关二级单位涉及化学品采购、运输、储存、使用和废弃物处置的实验室化学品安全管理工作，其中实验室和二级单位的界定参见《中山大学实验室安全管理办法》。
第二章
管理机构与职责
第四条
实验室化学品安全管理遵循学校、二级单位、实验室三级联动的实验室安全管理体系。",,,,,,,基于公开网页资料自动抽取，导入知识库前请人工复核。,实验室化学品安全管理实施细则 | https://sbc.sysu.edu.cn/article/670,网页,实验室化学品安全管理实施细则,中山大学设备与实验室管理处,,2021-03-31,https://sbc.sysu.edu.cn/article/670,2026-03-15,,reviewed,危化品;化学品管理;储存,zh-CN
WEB-004-002,实验室化学品安全管理实施细则（片段2）,化学,化学品管理,化学,4,危化品;储存,实验室化学品安全管理有哪些要求,实验室化学品安全管理有哪些要求,"化学品采购、运输、储存、使用和废弃物处置的实验室化学品安全管理工作，其中实验室和二级单位的界定参见《中山大学实验室安全管理办法》。
第二章
管理机构与职责
第四条
实验室化学品安全管理遵循学校、二级单位、实验室三级联动的实验室安全管理体系。
设备与实验室管理处是学校实验室化学品安全的归口管理部门，主要负责学校实验室化学品安全管理制度的制定和监督落实；负责国家规定须管制的危化品采购的校内审核和报批以及全校实验室化学品全生命周期的安全监管；统筹化学品安全相关实验室建设方案风险评估以及教育培训、准入考核、应急演练、安全检查和事故处置等的管理工作。
保卫处统筹对学校各二级单位一级和二级危化品的储存场所的资质进行校内审核，并协助二级单位接受公安部门对化学品储存场所的检查；负责对化学品的校内运输进行安全监管；负责指导、监督实验室的消防和治安防范。
其他相关职能部门按照《中山大学实验室安全管理办法》要求，在
相应职责范围内落实与化学品安全管理相关工作。
第五条
涉及实验室化学品实验活动的各二级单位是实验室化学品安全管理的主体责任单位。单位党政负责人是本单位实验室化学品安全
管理
的第一责任人。各二级单位负责组织本单位实验室落实国家、地方相关法律、法规和标准以及学校对化学品采购、运输、储存、废弃物处置等相关管理规定；组织制定本单位相关管理制度、操作规程和应急预案；组织本单位相关建设项目和实验项目的风险评估及申报，并落实相应风险防控措施；组织落实本单位化学品安全相关教育培训、准入考核、应急演练、安全检查、安全运输、消防治安和事故处置等工作。
第六条
各涉及化学品实验活动的实验室是本实验室化学品安全的直接责任单位，实验室负责人是本实验室化学品安全的直接责任人，应
严格按照学校实验室化学品分级管理要求做好本实验室化学品采购、接收、自制、运输、储存、使用及废弃处置全过程管理。实验室负责人的职责主要包括：
（一）严格按照规范途径采购化学品，并配备相应化学品安全技术说明书（
Safety Data Sheet
，英文简称
SDS
）和安全标签；
（二）严格按照实验室化学品存储要求保管本实验室所使用的危化品，落实实验室危险化学品管理台账和使用台账的建设，定期盘查实验室存放的化学品，及时清理并妥善处理过期或长期不用的化学品；
（三）针对本实验室涉及的危险源制订相应的安全管理规范和安全操作规程，保证危险化学品的安全管理和使用；
（四）落实本实验室涉及化学安全风险的实验室建设项目、改造项目以及实验活动项目的风险评估；
（五）根据本实验室实验活动的特点和安全要求，配置必备的安全设施和安全防护用具；
（六）对本实验室人员进行安全教育、培训和准入，确保相关人员熟悉所储存和使用的化学品的性质，并遵守相关安全规定；
（七）落实本实验室日常安全卫生值日与检查工作；",,,,,,,基于公开网页资料自动抽取，导入知识库前请人工复核。,实验室化学品安全管理实施细则 | https://sbc.sysu.edu.cn/article/670,网页,实验室化学品安全管理实施细则,中山大学设备与实验室管理处,,2021-03-31,https://sbc.sysu.edu.cn/article/670,2026-03-15,,reviewed,危化品;化学品管理;储存,zh-CN
